group_num,arabic_num,dots_num,pshare_conf1,c1_agreement,participant_sharing,c1,conf1,c2,conf2,correct_resp,c1_acc,c2_acc,conf_update,source_info,update,p_num,group_affiliation,resentie_v,resentie_r,attach_r,attach_v,identif_v,identif_r,favoritism_score,percent_agree_pshare,accuracy_over_time,percent_pshare_accuracy,percent_agree_pshare_accurate,scaled_update,trial_number,actual_p_num,local_percent_pshare_accuracy,local_percent_agree_pshare,local_accuracy_over_time,local_percent_agree_pshare_accurate,prefered_group
14,58.0,59.0,60,agree,3,1,50,1,55,1,1,1,5,outgroup,0,2,green,50,50,0,0,0,0,0,0.6842,0.74,0.4211,0.4211,0.1,49,14,0.2222,0.4444,0.6667,0.2222,2
14,49.0,54.0,40,agree,3,1,50,1,50,1,1,1,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.7,0.7451,0.45,0.45,0.0,50,14,0.3333,0.4444,0.6667,0.3333,2
14,61.0,58.0,40,agree,4,1,20,1,30,0,0,0,10,outgroup,0,2,green,50,50,0,0,0,0,0,0.5,0.7308,0.5,0.3,0.125,51,14,0.5,0.5,0.6667,0.3,2
14,59.0,63.0,45,agree,4,1,30,1,40,1,1,1,10,outgroup,0,2,green,50,50,0,0,0,0,0,0.5455,0.7358,0.5455,0.3636,0.14285714285714285,52,14,0.5556,0.4444,0.6667,0.3333,2
14,69.0,65.0,60,agree,1,0,40,0,50,0,1,1,10,ingroup,0,2,green,50,50,0,0,0,0,0,0.7857,0.7407,0.7857,0.7143,0.16666666666666666,53,14,0.6667,0.6667,0.6667,0.5556,2
14,56.0,59.0,55,disagree,4,0,50,1,40,1,0,1,-10,outgroup,1,2,green,50,50,0,0,0,0,0,0.5,0.7455,0.5833,0.3333,-0.2,54,14,0.6667,0.5556,0.7778,0.4444,2
14,48.0,47.0,20,disagree,4,0,60,0,60,0,1,1,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.4615,0.7586,0.5385,0.3077,0.0,57,14,0.6667,0.5556,0.8889,0.4444,2
14,68.0,66.0,90,agree,1,0,20,0,30,0,1,1,10,ingroup,0,2,green,50,50,0,0,0,0,0,0.8,0.7627,0.8,0.7333,0.125,58,14,0.6667,0.6667,0.8889,0.5556,2
14,58.0,60.0,60,agree,4,1,40,1,50,1,1,1,10,outgroup,0,2,green,50,50,0,0,0,0,0,0.5,0.7541,0.5714,0.3571,0.16666666666666666,60,14,0.6667,0.5556,0.7778,0.4444,2
14,74.0,73.0,35,agree,4,1,40,1,40,0,0,0,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.5333,0.7419,0.5333,0.3333,0.0,61,14,0.7778,0.6667,0.8889,0.5556,2
14,54.0,55.0,40,agree,1,1,40,1,45,1,1,1,5,ingroup,0,2,green,50,50,0,0,0,0,0,0.8125,0.746,0.8125,0.75,0.08333333333333333,62,14,0.6667,0.6667,0.7778,0.5556,2
14,60.0,57.0,10,disagree,4,0,60,0,60,0,1,1,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.5,0.7385,0.5,0.3125,0.0,64,14,0.6667,0.7778,0.6667,0.5556,2
14,71.0,69.0,60,agree,4,1,20,1,40,0,0,0,20,outgroup,0,2,green,50,50,0,0,0,0,0,0.5294,0.7273,0.4706,0.2941,0.25,65,14,0.5556,0.6667,0.6667,0.4444,2
14,67.0,63.0,30,agree,3,0,45,0,40,0,1,1,-5,outgroup,0,2,green,50,50,0,0,0,0,0,0.7143,0.7313,0.4762,0.4762,-0.1111111111111111,66,14,0.4444,0.5556,0.5556,0.4444,2
14,68.0,65.0,75,disagree,4,1,20,0,45,0,0,1,25,outgroup,1,2,green,50,50,0,0,0,0,0,0.5,0.7429,0.5,0.2778,0.3125,69,14,0.4444,0.6667,0.6667,0.3333,2
14,58.0,57.0,20,disagree,4,1,20,1,20,0,0,0,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.4737,0.7361,0.5263,0.2632,0.0,71,14,0.4444,0.5556,0.7778,0.2222,2
14,60.0,58.0,40,agree,3,0,10,0,20,0,1,1,10,outgroup,0,2,green,50,50,0,0,0,0,0,0.7273,0.7397,0.5,0.5,0.1111111111111111,72,14,0.4444,0.5556,0.6667,0.4444,2
14,69.0,67.0,40,disagree,4,0,50,0,45,0,1,1,-5,outgroup,0,2,green,50,50,0,0,0,0,0,0.45,0.75,0.5,0.25,-0.1,75,14,0.5556,0.4444,0.8889,0.2222,2
14,52.0,50.0,20,agree,3,0,55,0,50,0,1,1,-5,outgroup,0,2,green,50,50,0,0,0,0,0,0.7391,0.7532,0.5217,0.5217,-0.09090909090909091,76,14,0.5556,0.6667,0.8889,0.5556,2
14,57.0,58.0,50,agree,1,1,50,1,50,1,1,1,0,ingroup,0,2,green,50,50,0,0,0,0,0,0.8235,0.7564,0.8235,0.7647,0.0,77,14,0.6667,0.6667,0.8889,0.5556,2
14,63.0,59.0,45,disagree,4,0,40,0,40,0,1,1,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.4286,0.7595,0.4762,0.2381,0.0,78,14,0.4444,0.3333,0.8889,0.1111,2
14,56.0,62.0,45,agree,1,1,30,1,50,1,1,1,20,ingroup,0,2,green,50,50,0,0,0,0,0,0.8333,0.7625,0.8333,0.7778,0.2857142857142857,79,14,0.6667,0.6667,0.8889,0.5556,2
14,56.0,60.0,55,agree,1,1,40,1,50,1,1,1,10,ingroup,0,2,green,50,50,0,0,0,0,0,0.8421,0.7654,0.8421,0.7895,0.16666666666666666,80,14,0.7778,0.7778,0.8889,0.6667,2
14,56.0,60.0,20,agree,4,1,50,1,55,1,1,1,5,outgroup,0,2,green,50,50,0,0,0,0,0,0.4545,0.7683,0.5,0.2727,0.1,81,14,0.3333,0.3333,1.0,0.1111,2
14,50.0,56.0,65,agree,1,1,45,1,50,1,1,1,5,ingroup,0,2,green,50,50,0,0,0,0,0,0.85,0.7738,0.85,0.8,0.09090909090909091,83,14,0.7778,0.8889,1.0,0.7778,2
14,73.0,72.0,30,agree,1,1,40,1,40,0,0,0,0,ingroup,0,2,green,50,50,0,0,0,0,0,0.8571,0.7647,0.8095,0.7619,0.0,84,14,0.8889,0.8889,1.0,0.8889,2
14,54.0,56.0,45,disagree,1,0,20,0,30,1,0,0,10,ingroup,0,2,green,50,50,0,0,0,0,0,0.8182,0.7558,0.8182,0.7273,0.125,85,14,0.8889,1.0,0.8889,0.8889,2
14,68.0,67.0,60,agree,3,0,40,0,50,0,1,1,10,outgroup,0,2,green,50,50,0,0,0,0,0,0.75,0.7614,0.5417,0.5417,0.16666666666666666,87,14,0.6667,0.7778,0.7778,0.6667,2
14,66.0,65.0,40,disagree,3,0,30,0,20,0,1,1,-10,outgroup,0,2,green,50,50,0,0,0,0,0,0.72,0.764,0.52,0.52,-0.3333333333333333,88,14,0.7778,0.8889,0.7778,0.7778,2
14,60.0,63.0,65,disagree,4,0,30,1,40,1,0,1,10,outgroup,1,2,green,50,50,0,0,0,0,0,0.4348,0.7667,0.5217,0.2609,0.14285714285714285,89,14,0.4444,0.4444,0.7778,0.2222,2
14,67.0,68.0,20,agree,3,1,45,1,45,1,1,1,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.7308,0.7692,0.5385,0.5385,0.0,90,14,0.7778,0.8889,0.7778,0.7778,2
14,66.0,64.0,10,agree,4,0,20,0,25,0,1,1,5,outgroup,0,2,green,50,50,0,0,0,0,0,0.4583,0.7717,0.5417,0.2917,0.0625,91,14,0.4444,0.3333,0.7778,0.1111,2
14,53.0,55.0,80,agree,3,1,40,1,50,1,1,1,10,outgroup,0,2,green,50,50,0,0,0,0,0,0.7407,0.7742,0.5556,0.5556,0.16666666666666666,92,14,0.8889,0.8889,0.7778,0.8889,2
14,64.0,62.0,80,agree,1,1,45,1,60,0,0,0,15,ingroup,0,2,green,50,50,0,0,0,0,0,0.8261,0.766,0.7826,0.6957,0.2727272727272727,93,14,0.8889,0.8889,0.7778,0.7778,2
14,74.0,76.0,55,agree,1,1,40,1,50,1,1,1,10,ingroup,0,2,green,50,50,0,0,0,0,0,0.8333,0.7684,0.7917,0.7083,0.16666666666666666,94,14,0.7778,0.8889,0.7778,0.6667,2
14,60.0,57.0,60,agree,1,0,70,0,70,0,1,1,0,ingroup,0,2,green,50,50,0,0,0,0,0,0.84,0.7708,0.8,0.72,0.0,95,14,0.7778,0.8889,0.8889,0.6667,2
14,52.0,47.0,55,agree,4,0,30,0,50,0,1,1,20,outgroup,0,2,green,50,50,0,0,0,0,0,0.48,0.7732,0.56,0.32,0.2857142857142857,96,14,0.5556,0.3333,0.8889,0.2222,2
14,66.0,67.0,40,agree,4,1,45,1,45,1,1,1,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.5,0.7755,0.5769,0.3462,0.0,97,14,0.6667,0.4444,0.8889,0.3333,2
14,47.0,52.0,50,disagree,3,0,60,0,50,1,0,0,-10,outgroup,0,2,green,50,50,0,0,0,0,0,0.7143,0.77,0.5714,0.5357,-0.16666666666666666,99,14,0.8889,0.8889,0.8889,0.8889,2
14,50.0,55.0,50,disagree,4,1,60,1,50,1,1,1,-10,outgroup,0,2,green,50,50,0,0,0,0,0,0.4815,0.7723,0.5556,0.3333,-0.16666666666666666,100,14,0.7778,0.4444,0.7778,0.4444,2
14,70.0,68.0,60,disagree,3,1,20,1,20,0,0,0,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.6897,0.767,0.5862,0.5172,0.0,102,14,0.8889,0.7778,0.7778,0.7778,2
14,59.0,62.0,20,agree,3,1,60,1,60,1,1,1,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.7,0.7692,0.6,0.5333,0.0,103,14,0.8889,0.6667,0.7778,0.6667,2
14,69.0,71.0,45,disagree,1,1,30,1,30,1,1,1,0,ingroup,0,2,green,50,50,0,0,0,0,0,0.8077,0.7714,0.7692,0.6923,0.0,104,14,0.7778,0.8889,0.7778,0.6667,2
14,69.0,67.0,20,disagree,3,1,20,1,20,0,0,0,0,outgroup,0,2,green,50,50,0,0,0,0,0,0.6774,0.7642,0.6129,0.5161,0.0,105,14,0.8889,0.6667,0.7778,0.6667,2
14,54.0,52.0,40,disagree,1,1,10,1,20,0,0,0,10,ingroup,0,2,green,50,50,0,0,0,0,0,0.7778,0.757,0.7778,0.6667,0.1111111111111111,106,14,0.6667,0.7778,0.6667,0.5556,2
14,54.0,52.0,50,disagree,4,1,20,1,35,0,0,0,15,outgroup,0,2,green,50,50,0,0,0,0,0,0.4643,0.75,0.5714,0.3214,0.1875,107,14,0.6667,0.4444,0.5556,0.4444,2
14,46.0,50.0,50,disagree,1,0,35,0,30,1,0,0,-5,ingroup,0,2,green,50,50,0,0,0,0,0,0.75,0.7431,0.7857,0.6429,-0.14285714285714285,108,14,0.6667,0.6667,0.4444,0.4444,2
14,54.0,51.0,60,agree,1,0,40,0,50,0,1,1,10,ingroup,0,2,green,50,50,0,0,0,0,0,0.7586,0.7368,0.7931,0.6552,0.16666666666666666,113,14,0.6667,0.5556,0.3333,0.3333,2
14,64.0,67.0,55,agree,1,1,30,1,50,1,1,1,20,ingroup,0,2,green,50,50,0,0,0,0,0,0.7667,0.7391,0.8,0.6667,0.2857142857142857,114,14,0.6667,0.5556,0.3333,0.3333,2
14,64.0,62.0,30,disagree,4,0,20,1,10,0,1,0,-10,outgroup,1,2,green,50,50,0,0,0,0,0,0.4483,0.7288,0.5517,0.3103,-0.5,117,14,0.6667,0.4444,0.5556,0.4444,2
14,64.0,62.0,40,agree,3,1,30,1,40,0,0,0,10,outgroup,0,2,green,50,50,0,0,0,0,0,0.6875,0.7227,0.5938,0.5,0.14285714285714285,118,14,0.8889,0.5556,0.5556,0.5556,2
14,47.0,44.0,65,agree,1,0,60,0,65,0,1,1,5,ingroup,0,2,green,50,50,0,0,0,0,0,0.7742,0.725,0.8065,0.6774,0.125,119,14,0.7778,0.5556,0.5556,0.4444,2
14,65.0,64.0,55,disagree,4,1,40,1,35,0,0,0,-5,outgroup,0,2,green,50,50,0,0,0,0,0,0.4333,0.719,0.5667,0.3,-0.125,120,14,0.6667,0.4444,0.5556,0.4444,2
14,60.0,61.0,20,agree,4,1,30,1,40,1,1,1,10,outgroup,0,2,green,50,50,0,0,0,0,0,0.4516,0.7213,0.5806,0.3226,0.14285714285714285,121,14,0.7778,0.4444,0.5556,0.4444,2
14,63.0,67.0,60,agree,4,1,55,1,60,1,1,1,5,outgroup,0,2,green,50,50,0,0,0,0,0,0.4688,0.72,0.5938,0.3438,0.1111111111111111,124,14,0.7778,0.4444,0.4444,0.4444,2
14,50.0,52.0,50,agree,1,1,55,1,60,1,1,1,5,ingroup,0,2,green,50,50,0,0,0,0,0,0.7812,0.7244,0.8125,0.6875,0.1111111111111111,126,14,0.7778,0.6667,0.5556,0.5556,2
14,53.0,55.0,60,agree,3,1,50,1,55,1,1,1,5,outgroup,0,2,green,50,50,0,0,0,0,0,0.697,0.7209,0.6061,0.5152,0.1,128,14,0.7778,0.5556,0.6667,0.4444,2
14,60.0,61.0,10,agree,4,1,50,1,55,1,1,1,5,outgroup,0,2,green,50,50,0,0,0,0,0,0.4848,0.7176,0.6061,0.3636,0.1,130,14,0.7778,0.5556,0.6667,0.5556,2
14,55.0,53.0,50,disagree,1,1,60,1,60,0,0,0,0,ingroup,0,2,green,50,50,0,0,0,0,0,0.7576,0.7121,0.8182,0.6667,0.0,131,14,0.8889,0.6667,0.6667,0.6667,2
14,58.0,56.0,70,agree,2,0,90,0,90,0,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,1.0,1.0,1.0,0.0,0,15,1.0,1.0,1.0,1.0,1
14,42.0,47.0,60,agree,4,0,50,0,55,1,0,0,5,ingroup,0,3,red,80,60,0,0,50,100,30,1.0,0.5,0.0,0.0,0.1,1,15,0.0,1.0,0.5,0.0,1
14,71.0,67.0,30,disagree,4,0,60,0,60,0,1,1,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.5,0.6667,0.0,0.0,0.0,2,15,0.0,0.5,0.6667,0.0,1
14,56.0,52.0,40,agree,2,0,80,0,80,0,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.8,1.0,1.0,0.0,4,15,1.0,1.0,0.8,1.0,1
14,56.0,52.0,40,agree,1,0,50,0,50,0,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.8333,1.0,1.0,0.0,5,15,1.0,1.0,0.8333,1.0,1
14,57.0,58.0,70,disagree,4,0,50,0,50,1,0,0,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.3333,0.7143,0.3333,0.0,0.0,6,15,0.3333,0.3333,0.7143,0.0,1
14,52.0,50.0,60,agree,1,0,50,0,60,0,1,1,10,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.7,1.0,1.0,0.2,9,15,1.0,1.0,0.7,1.0,1
14,69.0,64.0,30,disagree,4,0,50,0,50,0,1,1,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.25,0.6667,0.25,0.0,0.0,11,15,0.25,0.25,0.6667,0.0,1
14,67.0,64.0,50,agree,1,0,30,0,40,0,1,1,10,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.6923,1.0,1.0,0.14285714285714285,12,15,1.0,1.0,0.6667,1.0,1
14,54.0,57.0,60,agree,1,1,50,1,55,1,1,1,5,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.7143,1.0,1.0,0.1,13,15,1.0,1.0,0.6667,1.0,1
14,64.0,59.0,40,agree,2,0,70,0,70,0,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.7333,1.0,1.0,0.0,14,15,1.0,1.0,0.6667,1.0,1
14,63.0,62.0,25,disagree,4,0,40,0,40,0,1,1,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.2,0.75,0.2,0.0,0.0,15,15,0.2,0.2,0.6667,0.0,1
14,56.0,59.0,45,agree,2,1,50,1,60,1,1,1,10,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.7647,1.0,1.0,0.2,16,15,1.0,1.0,0.7778,1.0,1
14,65.0,66.0,65,disagree,4,0,30,0,20,1,0,0,-10,ingroup,0,3,red,80,60,0,0,50,100,30,0.1667,0.75,0.3333,0.0,-0.3333333333333333,19,15,0.3333,0.1667,0.8889,0.0,1
14,56.0,58.0,40,agree,1,1,60,1,60,1,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.7391,1.0,1.0,0.0,22,15,1.0,1.0,0.7778,1.0,1
14,49.0,56.0,80,agree,1,1,50,1,60,1,1,1,10,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.75,1.0,1.0,0.2,23,15,1.0,1.0,0.7778,1.0,1
14,84.0,78.0,50,agree,4,0,80,0,80,0,1,1,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.2857,0.7308,0.4286,0.1429,0.0,25,15,0.4286,0.2857,0.6667,0.1429,1
14,55.0,56.0,40,agree,2,1,60,1,60,1,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.7407,1.0,1.0,0.0,26,15,1.0,1.0,0.6667,1.0,1
14,56.0,58.0,60,agree,1,1,70,1,70,1,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.7241,1.0,1.0,0.0,28,15,1.0,1.0,0.5556,1.0,1
14,71.0,73.0,55,disagree,1,0,80,0,60,1,0,0,-20,outgroup,0,3,red,80,60,0,0,50,100,30,0.875,0.6875,1.0,0.875,-0.25,31,15,1.0,0.875,0.6667,0.875,1
14,61.0,59.0,55,disagree,1,0,40,0,40,0,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,0.7778,0.697,0.8889,0.7778,0.0,32,15,0.8889,0.7778,0.5556,0.7778,1
14,56.0,60.0,55,agree,1,1,40,1,50,1,1,1,10,outgroup,0,3,red,80,60,0,0,50,100,30,0.8,0.7059,0.9,0.8,0.16666666666666666,33,15,0.9,0.8,0.5556,0.8,1
14,60.0,61.0,60,agree,1,0,20,0,40,1,0,0,20,outgroup,0,3,red,80,60,0,0,50,100,30,0.8182,0.6486,0.8182,0.7273,0.25,36,15,0.8889,0.7778,0.4444,0.7778,1
14,50.0,48.0,80,agree,4,0,60,0,80,0,1,1,20,ingroup,0,3,red,80,60,0,0,50,100,30,0.375,0.6579,0.5,0.25,0.5,37,15,0.5,0.375,0.4444,0.25,1
14,64.0,62.0,30,disagree,1,0,50,0,20,0,1,1,-30,outgroup,0,3,red,80,60,0,0,50,100,30,0.75,0.65,0.75,0.6667,-0.6,39,15,0.7778,0.7778,0.4444,0.6667,1
14,65.0,56.0,40,agree,2,0,60,0,60,0,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.6585,1.0,1.0,0.0,40,15,1.0,1.0,0.4444,1.0,1
14,49.0,53.0,40,agree,4,1,50,1,50,1,1,1,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.4444,0.6364,0.5556,0.3333,0.0,43,15,0.5556,0.4444,0.3333,0.3333,1
14,62.0,61.0,40,agree,2,1,50,1,50,0,0,0,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.6222,0.8571,0.8571,0.0,44,15,0.8571,1.0,0.4444,0.8571,1
14,55.0,57.0,60,agree,1,1,60,1,70,1,1,1,10,outgroup,0,3,red,80,60,0,0,50,100,30,0.7692,0.6383,0.7692,0.6923,0.25,46,15,0.6667,0.6667,0.5556,0.5556,1
14,60.0,59.0,30,agree,2,1,60,1,60,0,0,0,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.625,0.75,0.75,0.0,47,15,0.75,1.0,0.5556,0.75,1
14,60.0,63.0,40,agree,2,1,70,1,70,1,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.6327,0.7778,0.7778,0.0,48,15,0.7778,1.0,0.5556,0.7778,1
14,61.0,58.0,40,disagree,4,0,30,0,20,0,1,1,-10,ingroup,0,3,red,80,60,0,0,50,100,30,0.4,0.6538,0.5,0.3,-0.3333333333333333,51,15,0.5,0.4,0.6667,0.3,1
14,59.0,63.0,45,agree,4,1,60,1,60,1,1,1,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.4545,0.6604,0.5455,0.3636,0.0,52,15,0.5556,0.3333,0.7778,0.3333,1
14,69.0,65.0,60,agree,1,0,30,0,50,0,1,1,20,outgroup,0,3,red,80,60,0,0,50,100,30,0.7857,0.6667,0.7857,0.7143,0.2857142857142857,53,15,0.6667,0.6667,0.7778,0.5556,1
14,56.0,59.0,55,agree,4,1,60,1,70,1,1,1,10,ingroup,0,3,red,80,60,0,0,50,100,30,0.5,0.6727,0.5833,0.4167,0.25,54,15,0.6667,0.4444,0.8889,0.4444,1
14,64.0,69.0,50,agree,2,1,90,1,80,1,1,1,-10,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.6786,0.8,0.8,-0.1111111111111111,55,15,0.8,1.0,0.8889,0.8,1
14,56.0,59.0,50,agree,2,1,30,1,30,1,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.6842,0.8182,0.8182,0.0,56,15,0.7778,1.0,0.8889,0.7778,1
14,48.0,47.0,20,agree,4,1,30,1,40,0,0,0,10,ingroup,0,3,red,80,60,0,0,50,100,30,0.5385,0.6724,0.5385,0.3846,0.14285714285714285,57,15,0.6667,0.5556,1.0,0.5556,1
14,68.0,66.0,90,agree,1,0,40,0,40,0,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,0.8,0.678,0.8,0.7333,0.0,58,15,0.6667,0.6667,0.8889,0.5556,1
14,56.0,55.0,30,agree,2,1,70,1,70,0,0,0,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.6667,0.75,0.75,0.0,59,15,0.7778,1.0,0.8889,0.7778,1
14,58.0,60.0,60,agree,4,1,30,1,40,1,1,1,10,ingroup,0,3,red,80,60,0,0,50,100,30,0.5714,0.6721,0.5714,0.4286,0.14285714285714285,60,15,0.6667,0.6667,0.7778,0.5556,1
14,74.0,73.0,35,disagree,4,0,20,0,20,0,1,1,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.5333,0.6774,0.5333,0.4,0.0,61,15,0.7778,0.7778,0.7778,0.6667,1
14,54.0,55.0,40,agree,1,1,30,1,35,1,1,1,5,outgroup,0,3,red,80,60,0,0,50,100,30,0.8125,0.6825,0.8125,0.75,0.07142857142857142,62,15,0.6667,0.6667,0.7778,0.5556,1
14,54.0,53.0,20,agree,2,1,40,1,40,0,0,0,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.6719,0.6923,0.6923,0.0,63,15,0.6667,1.0,0.7778,0.6667,1
14,60.0,57.0,10,disagree,4,0,70,0,70,0,1,1,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.5,0.6769,0.5,0.375,0.0,64,15,0.6667,0.7778,0.6667,0.6667,1
14,71.0,69.0,60,disagree,4,0,30,1,20,0,1,0,-10,ingroup,1,3,red,80,60,0,0,50,100,30,0.4706,0.6667,0.4706,0.3529,-0.3333333333333333,65,15,0.5556,0.6667,0.6667,0.5556,1
14,74.0,68.0,20,agree,2,0,70,0,70,0,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.6765,0.7143,0.7143,0.0,67,15,0.5556,1.0,0.6667,0.5556,1
14,66.0,64.0,45,agree,2,0,30,0,50,0,1,1,20,outgroup,0,3,red,80,60,0,0,50,100,30,1.0,0.6812,0.7333,0.7333,0.2857142857142857,68,15,0.5556,1.0,0.6667,0.5556,1
14,68.0,65.0,75,agree,4,0,20,0,30,0,1,1,10,ingroup,0,3,red,80,60,0,0,50,100,30,0.5,0.6857,0.5,0.3889,0.125,69,15,0.4444,0.5556,0.7778,0.4444,1
14,58.0,60.0,40,disagree,2,0,10,0,10,1,0,0,0,outgroup,0,3,red,80,60,0,0,50,100,30,0.9375,0.6761,0.75,0.6875,0.0,70,15,0.5556,1.0,0.7778,0.5556,1
14,58.0,57.0,20,agree,4,0,20,0,25,0,1,1,5,ingroup,0,3,red,80,60,0,0,50,100,30,0.5263,0.6806,0.5263,0.4211,0.0625,71,15,0.4444,0.5556,0.6667,0.4444,1
14,55.0,60.0,60,agree,2,1,80,1,80,1,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,0.9412,0.6892,0.7647,0.7059,0.0,73,15,0.6667,0.8889,0.7778,0.5556,1
14,59.0,60.0,40,agree,2,1,50,1,50,1,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,0.9444,0.6933,0.7778,0.7222,0.0,74,15,0.7778,0.8889,0.7778,0.6667,1
14,69.0,67.0,40,disagree,4,0,20,0,20,0,1,1,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.5,0.6974,0.5,0.4,0.0,75,15,0.5556,0.6667,0.8889,0.5556,1
14,57.0,58.0,50,agree,1,1,40,1,50,1,1,1,10,outgroup,0,3,red,80,60,0,0,50,100,30,0.8235,0.7051,0.8235,0.7647,0.16666666666666666,77,15,0.6667,0.6667,0.8889,0.5556,1
14,63.0,59.0,45,disagree,4,0,60,0,40,0,1,1,-20,ingroup,0,3,red,80,60,0,0,50,100,30,0.4762,0.7089,0.4762,0.381,-0.3333333333333333,78,15,0.4444,0.5556,0.8889,0.4444,1
14,56.0,62.0,45,agree,1,1,70,1,60,1,1,1,-10,outgroup,0,3,red,80,60,0,0,50,100,30,0.8333,0.7125,0.8333,0.7778,-0.14285714285714285,79,15,0.6667,0.7778,0.8889,0.6667,1
14,56.0,60.0,55,agree,1,1,70,1,70,1,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,0.8421,0.716,0.8421,0.7895,0.0,80,15,0.7778,0.8889,1.0,0.7778,1
14,56.0,60.0,20,agree,4,1,30,1,35,1,1,1,5,ingroup,0,3,red,80,60,0,0,50,100,30,0.5,0.7195,0.5,0.4091,0.07142857142857142,81,15,0.3333,0.4444,1.0,0.3333,1
14,54.0,57.0,50,agree,2,1,20,1,40,1,1,1,20,outgroup,0,3,red,80,60,0,0,50,100,30,0.9474,0.7229,0.7895,0.7368,0.25,82,15,0.7778,0.8889,1.0,0.6667,1
14,50.0,56.0,65,disagree,1,0,20,0,10,1,0,0,-10,outgroup,0,3,red,80,60,0,0,50,100,30,0.8,0.7143,0.85,0.75,-0.5,83,15,0.7778,0.8889,1.0,0.7778,1
14,73.0,72.0,30,agree,1,1,30,1,30,0,0,0,0,outgroup,0,3,red,80,60,0,0,50,100,30,0.8095,0.7059,0.8095,0.7143,0.0,84,15,0.8889,0.7778,0.8889,0.7778,1
14,54.0,56.0,45,disagree,1,0,30,0,20,1,0,0,-10,outgroup,0,3,red,80,60,0,0,50,100,30,0.7727,0.6977,0.8182,0.6818,-0.3333333333333333,85,15,0.8889,0.8889,0.7778,0.7778,1
14,52.0,59.0,20,agree,2,1,60,1,60,1,1,1,0,outgroup,0,3,red,80,60,0,0,50,100,30,0.95,0.7011,0.8,0.75,0.0,86,15,0.7778,0.8889,0.6667,0.6667,1
14,60.0,63.0,65,agree,4,1,20,1,50,1,1,1,30,ingroup,0,3,red,80,60,0,0,50,100,30,0.5217,0.7,0.5217,0.4348,0.375,89,15,0.4444,0.4444,0.5556,0.4444,1
14,66.0,64.0,10,agree,4,0,20,0,20,0,1,1,0,ingroup,0,3,red,80,60,0,0,50,100,30,0.5417,0.7065,0.5417,0.4583,0.0,91,15,0.4444,0.4444,0.5556,0.4444,1
14,64.0,62.0,80,agree,1,1,70,1,80,0,0,0,10,outgroup,0,3,red,80,60,0,0,50,100,30,0.7826,0.7021,0.7826,0.6522,0.3333333333333333,93,15,0.8889,0.7778,0.6667,0.6667,1
